1.000000  1.240827  0.000300
1.020444  1.245888  0.000300
1.040889  1.239764  0.000300
1.061333  1.244361  0.000300
1.081778  1.248984  0.000300
1.102222  1.240556  0.000300
1.122667  1.244612  0.000300
1.143111  1.242750  0.000300
1.163556  1.239278  0.000300
1.184000  1.195231  0.000300
1.204444  1.122131  0.000300
1.224889  1.051677  0.000300
1.245333  0.988252  0.000300
1.265778  0.988251  0.000300
1.286222  0.994054  0.000300
1.306667  1.045610  0.000300
1.327111  1.130611  0.000300
1.347556  1.196395  0.000300
1.368000  1.240415  0.000300
1.388444  1.239312  0.000300
1.408889  1.248285  0.000300
1.429333  1.246356  0.000300
1.449778  1.246496  0.000300
1.470222  1.248117  0.000300
1.490667  1.242554  0.000300
1.511111  1.250115  0.000300
1.531556  1.243099  0.000300
1.552000  1.245613  0.000300
1.572444  1.246663  0.000300
1.592889  1.247645  0.000300
1.613333  1.245956  0.000300
1.633778  1.245663  0.000300
1.654222  1.247575  0.000300
1.674667  1.250599  0.000300
1.695111  1.252545  0.000300
1.715556  1.248767  0.000300
1.736000  1.256278  0.000300
1.756444  1.256504  0.000300
1.776889  1.248883  0.000300
1.797333  1.252206  0.000300
1.817778  1.249590  0.000300
1.838222  1.251966  0.000300
1.858667  1.256354  0.000300
1.879111  1.255014  0.000300
1.899556  1.250133  0.000300
1.920000  1.249352  0.000300
1.940444  1.248554  0.000300
1.960889  1.247470  0.000300
1.981333  1.252010  0.000300
2.001778  1.251235  0.000300
2.022222  1.247767  0.000300
2.042667  1.252950  0.000300
2.063111  1.253220  0.000300
2.083556  1.249029  0.000300
2.104000  1.247854  0.000300
2.124444  1.244495  0.000300
2.144889  1.247282  0.000300
2.165333  1.249806  0.000300
2.185778  1.250347  0.000300
2.206222  1.239625  0.000300
2.226667  1.245417  0.000300
2.247111  1.245516  0.000300
2.267556  1.230972  0.000300
2.288000  1.131066  0.000300
2.308444  0.969781  0.000300
2.328889  0.822349  0.000300
2.349333  0.785047  0.000300
2.369778  0.865186  0.000300
2.390222  1.037713  0.000300
2.410667  1.186160  0.000300
2.431111  1.238863  0.000300
2.451556  1.245752  0.000300
2.472000  1.237794  0.000300
2.492444  1.243679  0.000300
2.512889  1.246304  0.000300
2.533333  1.243385  0.000300
2.553778  1.243876  0.000300
2.574222  1.243525  0.000300
2.594667  1.253064  0.000300
2.615111  1.249035  0.000300
2.635556  1.250791  0.000300
2.656000  1.251364  0.000300
2.676444  1.251620  0.000300
2.696889  1.251117  0.000300
2.717333  1.248456  0.000300
2.737778  1.249502  0.000300
2.758222  1.252667  0.000300
2.778667  1.248706  0.000300
2.799111  1.254442  0.000300
2.819556  1.251234  0.000300
2.840000  1.248966  0.000300
2.860444  1.254882  0.000300
2.880889  1.249736  0.000300
2.901333  1.248408  0.000300
2.921778  1.254141  0.000300
2.942222  1.248876  0.000300
2.962667  1.247045  0.000300
2.983111  1.247742  0.000300
3.003556  1.250130  0.000300
3.024000  1.254323  0.000300
3.044444  1.249790  0.000300
3.064889  1.246446  0.000300
3.085333  1.252262  0.000300
3.105778  1.245412  0.000300
3.126222  1.242817  0.000300
3.146667  1.251047  0.000300
3.167111  1.246894  0.000300
3.187556  1.247835  0.000300
3.208000  1.247279  0.000300
3.228444  1.244156  0.000300
3.248889  1.239619  0.000300
3.269333  1.252081  0.000300
3.289778  1.247738  0.000300
3.310222  1.250552  0.000300
3.330667  1.249667  0.000300
3.351111  1.246830  0.000300
3.371556  1.252679  0.000300
3.392000  1.247968  0.000300
3.412444  1.251215  0.000300
3.432889  1.249455  0.000300
3.453333  1.246793  0.000300
3.473778  1.245415  0.000300
3.494222  1.246675  0.000300
3.514667  1.239638  0.000300
3.535111  1.180969  0.000300
3.555556  1.103946  0.000300
3.576000  1.033330  0.000300
3.596444  0.992882  0.000300
3.616889  0.987943  0.000300
3.637333  1.008880  0.000300
3.657778  1.071932  0.000300
3.678222  1.148966  0.000300
3.698667  1.215828  0.000300
3.719111  1.248699  0.000300
3.739556  1.246230  0.000300
3.760000  1.243763  0.000300
3.780444  1.249224  0.000300
3.800889  1.249802  0.000300
3.821333  1.246314  0.000300
3.841778  1.250936  0.000300
3.862222  1.249152  0.000300
3.882667  1.239032  0.000300
3.903111  1.250696  0.000300
3.923556  1.247907  0.000300
3.944000  1.244574  0.000300
